L_0, 3000
R_0, 200
flip_0, 100
C8_0, 20000
BAR_0, 1000
bind_L_R_to_LR_kf, 1.72306e-07
bind_L_R_to_LR_kr, 0.00350487
convert_LR_to_DISC_kc, 3.18715e-06
bind_DISC_C8pro_to_DISCC8pro_kf, 4.69931e-07
bind_DISC_C8pro_to_DISCC8pro_kr, 0.000683585
catalyze_DISCC8pro_to_DISC_C8A_kc, 0.740632
bind_C8A_BidU_to_C8ABidU_kf, 6.18857e-07
bind_C8A_BidU_to_C8ABidU_kr, 0.00115283
catalyze_C8ABidU_to_C8A_BidT_kc, 0.72385
bind_DISC_flip_kf, 1.52975e-06
bind_DISC_flip_kr, 0.000677787
bind_BAR_C8A_kf, 1.36112e-06
bind_BAR_C8A_kr, 0.000551906
Apaf_0, 100000
C3_0, 10000
C6_0, 10000
C9_0, 100000
XIAP_0, 100000
PARP_0, 1e+06
equilibrate_SmacC_to_SmacA_kf, 0.0105944
equilibrate_SmacC_to_SmacA_kr, 0.00458961
equilibrate_CytoCC_to_CytoCA_kf, 0.0188326
equilibrate_CytoCC_to_CytoCA_kr, 0.0122276
bind_CytoCA_ApafI_to_CytoCAApafI_kf, 1.2346e-06
bind_CytoCA_ApafI_to_CytoCAApafI_kr, 0.00306603
catalyze_CytoCAApafI_to_CytoCA_ApafA_kc, 1.09251
convert_ApafA_C9_to_Apop_kf, 9.74532e-08
convert_ApafA_C9_to_Apop_kr, 0.000991591
bind_Apop_C3pro_to_ApopC3pro_kf, 4.02231e-09
bind_Apop_C3pro_to_ApopC3pro_kr, 0.000763597
catalyze_ApopC3pro_to_Apop_C3A_kc, 0.588665
bind_Apop_XIAP_kf, 3.19297e-06
bind_Apop_XIAP_kr, 0.000941579
bind_SmacA_XIAP_kf, 4.6664e-06
bind_SmacA_XIAP_kr, 0.00308717
bind_C8A_C3pro_to_C8AC3pro_kf, 2.23502e-07
bind_C8A_C3pro_to_C8AC3pro_kr, 0.000881064
catalyze_C8AC3pro_to_C8A_C3A_kc, 1.2313
bind_XIAP_C3A_to_XIAPC3A_kf, 9.28474e-07
bind_XIAP_C3A_to_XIAPC3A_kr, 0.000660658
catalyze_XIAPC3A_to_XIAP_C3ub_kc, 0.106413
bind_C3A_PARPU_to_C3APARPU_kf, 1.28324e-06
bind_C3A_PARPU_to_C3APARPU_kr, 0.00994008
catalyze_C3APARPU_to_C3A_PARPC_kc, 0.921715
bind_C3A_C6pro_to_C3AC6pro_kf, 2.31311e-06
bind_C3A_C6pro_to_C3AC6pro_kr, 0.00101568
catalyze_C3AC6pro_to_C3A_C6A_kc, 0.60251
bind_C6A_C8pro_to_C6AC8pro_kf, 9.95367e-08
bind_C6A_C8pro_to_C6AC8pro_kr, 0.000693353
catalyze_C6AC8pro_to_C6A_C8A_kc, 1.03076
Bid_0, 40000
BclxL_0, 20000
Mcl1_0, 20000
Bcl2_0, 20000
Bad_0, 1000
Noxa_0, 1000
CytoC_0, 500000
Smac_0, 100000
Bax_0, 80000
Bak_0, 20000
equilibrate_BidT_to_BidM_kf, 0.0671418
equilibrate_BidT_to_BidM_kr, 0.00118285
equilibrate_BaxC_to_BaxM_kf, 0.00431732
equilibrate_BaxC_to_BaxM_kr, 0.0120766
equilibrate_BclxLC_to_BclxLM_kf, 0.00843981
equilibrate_BclxLC_to_BclxLM_kr, 0.00696302
bind_BidM_BaxM_to_BidMBaxM_kf, 5.22838e-08
bind_BidM_BaxM_to_BidMBaxM_kr, 0.00058521
catalyze_BidMBaxM_to_BidM_BaxA_kc, 0.648744
bind_BidM_BakM_to_BidMBakM_kf, 2.70826e-08
bind_BidM_BakM_to_BidMBakM_kr, 0.000968635
catalyze_BidMBakM_to_BidM_BakA_kc, 1.1169
bind_BaxA_BaxM_to_BaxABaxM_kf, 7.69345e-08
bind_BaxA_BaxM_to_BaxABaxM_kr, 0.00120024
catalyze_BaxABaxM_to_BaxA_BaxA_kc, 1.45583
bind_BakA_BakM_to_BakABakM_kf, 4.54362e-08
bind_BakA_BakM_to_BakABakM_kr, 0.000445498
