L_0, 3000
R_0, 200
flip_0, 100
C8_0, 20000
BAR_0, 1000
bind_L_R_to_LR_kf, 1.89104e-07
bind_L_R_to_LR_kr, 0.0031721
convert_LR_to_DISC_kc, 2.31731e-06
bind_DISC_C8pro_to_DISCC8pro_kf, 7.98593e-07
bind_DISC_C8pro_to_DISCC8pro_kr, 0.000534616
catalyze_DISCC8pro_to_DISC_C8A_kc, 0.763706
bind_C8A_BidU_to_C8ABidU_kf, 7.43221e-07
bind_C8A_BidU_to_C8ABidU_kr, 0.00128854
catalyze_C8ABidU_to_C8A_BidT_kc, 0.768975
bind_DISC_flip_kf, 1.29903e-06
bind_DISC_flip_kr, 0.000525104
bind_BAR_C8A_kf, 1.28424e-06
bind_BAR_C8A_kr, 0.000692683
Apaf_0, 100000
C3_0, 10000
C6_0, 10000
C9_0, 100000
XIAP_0, 100000
PARP_0, 1e+06
equilibrate_SmacC_to_SmacA_kf, 0.0210905
equilibrate_SmacC_to_SmacA_kr, 0.00396525
equilibrate_CytoCC_to_CytoCA_kf, 0.015704
equilibrate_CytoCC_to_CytoCA_kr, 0.0159705
bind_CytoCA_ApafI_to_CytoCAApafI_kf, 1.4316e-06
bind_CytoCA_ApafI_to_CytoCAApafI_kr, 0.00193533
catalyze_CytoCAApafI_to_CytoCA_ApafA_kc, 1.14398
convert_ApafA_C9_to_Apop_kf, 8.74134e-08
convert_ApafA_C9_to_Apop_kr, 0.00106778
bind_Apop_C3pro_to_ApopC3pro_kf, 5.14181e-09
bind_Apop_C3pro_to_ApopC3pro_kr, 0.000954973
catalyze_ApopC3pro_to_Apop_C3A_kc, 0.688183
bind_Apop_XIAP_kf, 2.68746e-06
bind_Apop_XIAP_kr, 0.000559263
bind_SmacA_XIAP_kf, 3.90983e-06
bind_SmacA_XIAP_kr, 0.00606525
bind_C8A_C3pro_to_C8AC3pro_kf, 2.7048e-07
bind_C8A_C3pro_to_C8AC3pro_kr, 0.00114818
catalyze_C8AC3pro_to_C8A_C3A_kc, 1.41785
bind_XIAP_C3A_to_XIAPC3A_kf, 7.81642e-07
bind_XIAP_C3A_to_XIAPC3A_kr, 0.000669039
catalyze_XIAPC3A_to_XIAP_C3ub_kc, 0.113302
bind_C3A_PARPU_to_C3APARPU_kf, 2.16728e-06
bind_C3A_PARPU_to_C3APARPU_kr, 0.0105302
catalyze_C3APARPU_to_C3A_PARPC_kc, 0.981949
bind_C3A_C6pro_to_C3AC6pro_kf, 1.83924e-06
bind_C3A_C6pro_to_C3AC6pro_kr, 0.00118928
catalyze_C3AC6pro_to_C3A_C6A_kc, 0.655236
bind_C6A_C8pro_to_C6AC8pro_kf, 8.53671e-08
bind_C6A_C8pro_to_C6AC8pro_kr, 0.000719172
catalyze_C6AC8pro_to_C6A_C8A_kc, 0.749433
Bid_0, 40000
BclxL_0, 20000
Mcl1_0, 20000
Bcl2_0, 20000
Bad_0, 1000
Noxa_0, 1000
CytoC_0, 500000
Smac_0, 100000
Bax_0, 80000
Bak_0, 20000
equilibrate_BidT_to_BidM_kf, 0.0893225
equilibrate_BidT_to_BidM_kr, 0.00103241
equilibrate_BaxC_to_BaxM_kf, 0.00648405
equilibrate_BaxC_to_BaxM_kr, 0.0112896
equilibrate_BclxLC_to_BclxLM_kf, 0.0103144
equilibrate_BclxLC_to_BclxLM_kr, 0.00592213
bind_BidM_BaxM_to_BidMBaxM_kf, 8.66637e-08
bind_BidM_BaxM_to_BidMBaxM_kr, 0.000661123
catalyze_BidMBaxM_to_BidM_BaxA_kc, 0.678681
bind_BidM_BakM_to_BidMBakM_kf, 2.84008e-08
bind_BidM_BakM_to_BidMBakM_kr, 0.00122533
catalyze_BidMBakM_to_BidM_BakA_kc, 1.17445
bind_BaxA_BaxM_to_BaxABaxM_kf, 6.56729e-08
bind_BaxA_BaxM_to_BaxABaxM_kr, 0.00114432
catalyze_BaxABaxM_to_BaxA_BaxA_kc, 0.892439
bind_BakA_BakM_to_BakABakM_kf, 3.09626e-08
bind_BakA_BakM_to_BakABakM_kr, 0.000554211
