L_0, 3000
R_0, 200
flip_0, 100
C8_0, 20000
BAR_0, 1000
bind_L_R_to_LR_kf, 2.36579e-07
bind_L_R_to_LR_kr, 0.00191964
convert_LR_to_DISC_kc, 5.74297e-06
bind_DISC_C8pro_to_DISCC8pro_kf, 6.42504e-07
bind_DISC_C8pro_to_DISCC8pro_kr, 0.000856439
catalyze_DISCC8pro_to_DISC_C8A_kc, 1.46844
bind_C8A_BidU_to_C8ABidU_kf, 8.06805e-07
bind_C8A_BidU_to_C8ABidU_kr, 0.00137797
catalyze_C8ABidU_to_C8A_BidT_kc, 1.05489
bind_DISC_flip_kf, 1.0551e-06
bind_DISC_flip_kr, 0.000829784
bind_BAR_C8A_kf, 1.24526e-06
bind_BAR_C8A_kr, 0.000537501
Apaf_0, 100000
C3_0, 10000
C6_0, 10000
C9_0, 100000
XIAP_0, 100000
PARP_0, 1e+06
equilibrate_SmacC_to_SmacA_kf, 0.00531332
equilibrate_SmacC_to_SmacA_kr, 0.0091572
equilibrate_CytoCC_to_CytoCA_kf, 0.0200997
equilibrate_CytoCC_to_CytoCA_kr, 0.0136409
bind_CytoCA_ApafI_to_CytoCAApafI_kf, 6.64505e-07
bind_CytoCA_ApafI_to_CytoCAApafI_kr, 0.00198525
catalyze_CytoCAApafI_to_CytoCA_ApafA_kc, 1.06539
convert_ApafA_C9_to_Apop_kf, 5.17198e-08
convert_ApafA_C9_to_Apop_kr, 0.00182211
bind_Apop_C3pro_to_ApopC3pro_kf, 2.56884e-09
bind_Apop_C3pro_to_ApopC3pro_kr, 0.00105759
catalyze_ApopC3pro_to_Apop_C3A_kc, 0.679751
bind_Apop_XIAP_kf, 1.78781e-06
bind_Apop_XIAP_kr, 0.000632813
bind_SmacA_XIAP_kf, 6.33201e-06
bind_SmacA_XIAP_kr, 0.00154778
bind_C8A_C3pro_to_C8AC3pro_kf, 1.12144e-07
bind_C8A_C3pro_to_C8AC3pro_kr, 0.00121782
catalyze_C8AC3pro_to_C8A_C3A_kc, 1.47082
bind_XIAP_C3A_to_XIAPC3A_kf, 1.41508e-06
bind_XIAP_C3A_to_XIAPC3A_kr, 0.000993607
catalyze_XIAPC3A_to_XIAP_C3ub_kc, 0.118025
bind_C3A_PARPU_to_C3APARPU_kf, 1.31694e-06
bind_C3A_PARPU_to_C3APARPU_kr, 0.011295
catalyze_C3APARPU_to_C3A_PARPC_kc, 0.873581
bind_C3A_C6pro_to_C3AC6pro_kf, 1.16028e-06
bind_C3A_C6pro_to_C3AC6pro_kr, 0.00176982
catalyze_C3AC6pro_to_C3A_C6A_kc, 0.761852
bind_C6A_C8pro_to_C6AC8pro_kf, 4.99006e-08
bind_C6A_C8pro_to_C6AC8pro_kr, 0.000832226
catalyze_C6AC8pro_to_C6A_C8A_kc, 0.736342
Bid_0, 40000
BclxL_0, 20000
Mcl1_0, 20000
Bcl2_0, 20000
Bad_0, 1000
Noxa_0, 1000
CytoC_0, 500000
Smac_0, 100000
Bax_0, 80000
Bak_0, 20000
equilibrate_BidT_to_BidM_kf, 0.100255
equilibrate_BidT_to_BidM_kr, 0.0011155
equilibrate_BaxC_to_BaxM_kf, 0.00274356
equilibrate_BaxC_to_BaxM_kr, 0.0168471
equilibrate_BclxLC_to_BclxLM_kf, 0.0106571
equilibrate_BclxLC_to_BclxLM_kr, 0.0081939
bind_BidM_BaxM_to_BidMBaxM_kf, 3.7964e-08
bind_BidM_BaxM_to_BidMBaxM_kr, 0.000637864
catalyze_BidMBaxM_to_BidM_BaxA_kc, 0.760868
bind_BidM_BakM_to_BidMBakM_kf, 3.03165e-08
bind_BidM_BakM_to_BidMBakM_kr, 0.000712648
catalyze_BidMBakM_to_BidM_BakA_kc, 0.921383
bind_BaxA_BaxM_to_BaxABaxM_kf, 7.96034e-08
bind_BaxA_BaxM_to_BaxABaxM_kr, 0.000794169
catalyze_BaxABaxM_to_BaxA_BaxA_kc, 1.00623
bind_BakA_BakM_to_BakABakM_kf, 4.32195e-08
bind_BakA_BakM_to_BakABakM_kr, 0.0005069
