L_0, 3000
R_0, 200
flip_0, 100
C8_0, 20000
BAR_0, 1000
bind_L_R_to_LR_kf, 3.61091e-07
bind_L_R_to_LR_kr, 0.00132272
convert_LR_to_DISC_kc, 7.09539e-06
bind_DISC_C8pro_to_DISCC8pro_kf, 7.74885e-07
bind_DISC_C8pro_to_DISCC8pro_kr, 0.00102982
catalyze_DISCC8pro_to_DISC_C8A_kc, 0.919433
bind_C8A_BidU_to_C8ABidU_kf, 7.26935e-07
bind_C8A_BidU_to_C8ABidU_kr, 0.00108577
catalyze_C8ABidU_to_C8A_BidT_kc, 0.917002
bind_DISC_flip_kf, 9.08716e-07
bind_DISC_flip_kr, 0.000927061
bind_BAR_C8A_kf, 1.08375e-06
bind_BAR_C8A_kr, 0.000882861
Apaf_0, 100000
C3_0, 10000
C6_0, 10000
C9_0, 100000
XIAP_0, 100000
PARP_0, 1e+06
equilibrate_SmacC_to_SmacA_kf, 0.0102543
equilibrate_SmacC_to_SmacA_kr, 0.011841
equilibrate_CytoCC_to_CytoCA_kf, 0.00940633
equilibrate_CytoCC_to_CytoCA_kr, 0.00898797
bind_CytoCA_ApafI_to_CytoCAApafI_kf, 5.80396e-07
bind_CytoCA_ApafI_to_CytoCAApafI_kr, 0.00106772
catalyze_CytoCAApafI_to_CytoCA_ApafA_kc, 0.967748
convert_ApafA_C9_to_Apop_kf, 4.54531e-08
convert_ApafA_C9_to_Apop_kr, 0.00103389
bind_Apop_C3pro_to_ApopC3pro_kf, 4.60445e-09
bind_Apop_C3pro_to_ApopC3pro_kr, 0.0012227
catalyze_ApopC3pro_to_Apop_C3A_kc, 0.997763
bind_Apop_XIAP_kf, 2.20499e-06
bind_Apop_XIAP_kr, 0.000971102
bind_SmacA_XIAP_kf, 7.38281e-06
bind_SmacA_XIAP_kr, 0.000877763
bind_C8A_C3pro_to_C8AC3pro_kf, 1.01389e-07
bind_C8A_C3pro_to_C8AC3pro_kr, 0.000903983
catalyze_C8AC3pro_to_C8A_C3A_kc, 1.22753
bind_XIAP_C3A_to_XIAPC3A_kf, 1.8191e-06
bind_XIAP_C3A_to_XIAPC3A_kr, 0.00110555
catalyze_XIAPC3A_to_XIAP_C3ub_kc, 0.0998013
bind_C3A_PARPU_to_C3APARPU_kf, 1.13325e-06
bind_C3A_PARPU_to_C3APARPU_kr, 0.00860362
catalyze_C3APARPU_to_C3A_PARPC_kc, 0.83488
bind_C3A_C6pro_to_C3AC6pro_kf, 1.09621e-06
bind_C3A_C6pro_to_C3AC6pro_kr, 0.00112373
catalyze_C3AC6pro_to_C3A_C6A_kc, 0.939997
bind_C6A_C8pro_to_C6AC8pro_kf, 2.85398e-08
bind_C6A_C8pro_to_C6AC8pro_kr, 0.00089202
catalyze_C6AC8pro_to_C6A_C8A_kc, 0.867701
Bid_0, 40000
BclxL_0, 20000
Mcl1_0, 20000
Bcl2_0, 20000
Bad_0, 1000
NOXA_0, 1000
CytoC_0, 500000
Smac_0, 100000
Bax_0, 80000
Bak_0, 20000
equilibrate_BidT_to_BidM_kf, 0.0114622
equilibrate_BidT_to_BidM_kr, 0.000468488
equilibrate_BaxC_to_BaxM_kf, 0.00116139
equilibrate_BaxC_to_BaxM_kr, 0.0989552
equilibrate_BclxLC_to_BclxLM_kf, 0.0116459
equilibrate_BclxLC_to_BclxLM_kr, 0.0192531
bind_BidM_BaxM_to_BidMBaxM_kf, 1.01502e-07
bind_BidM_BaxM_to_BidMBaxM_kr, 0.00206646
catalyze_BidMBaxM_to_BidM_BaxA_kc, 3.391
bind_BidM_BakM_to_BidMBakM_kf, 1.44873e-07
bind_BidM_BakM_to_BidMBakM_kr, 0.000546981
catalyze_BidMBakM_to_BidM_BakA_kc, 4.90777
bind_BidM_Bcl2_kf, 3.51329e-06
bind_BidM_Bcl2_kr, 0.00815579
bind_BidM_BclxLM_kf, 0.00011582
bind_BidM_BclxLM_kr, 0.000246266
bind_BidM_Mcl1M_kf, 4.74189e-07
bind_BidM_Mcl1M_kr, 0.00430612
bind_BaxA_BaxC_to_BaxABaxC_kf, 1.08671e-06
