L_0, 3000
R_0, 200
flip_0, 100
C8_0, 20000
BAR_0, 1000
bind_L_R_to_LR_kf, 3.72597e-07
bind_L_R_to_LR_kr, 0.00125885
convert_LR_to_DISC_kc, 7.94479e-06
bind_DISC_C8pro_to_DISCC8pro_kf, 7.95053e-07
bind_DISC_C8pro_to_DISCC8pro_kr, 0.0010268
catalyze_DISCC8pro_to_DISC_C8A_kc, 0.932423
bind_C8A_BidU_to_C8ABidU_kf, 7.94329e-07
bind_C8A_BidU_to_C8ABidU_kr, 0.0010506
catalyze_C8ABidU_to_C8A_BidT_kc, 0.908714
bind_DISC_flip_kf, 9.76824e-07
bind_DISC_flip_kr, 0.0009661
bind_BAR_C8A_kf, 1.06641e-06
bind_BAR_C8A_kr, 0.000901969
Apaf_0, 100000
C3_0, 10000
C6_0, 10000
C9_0, 100000
XIAP_0, 100000
PARP_0, 1e+06
equilibrate_SmacC_to_SmacA_kf, 0.0103853
equilibrate_SmacC_to_SmacA_kr, 0.0118531
equilibrate_CytoCC_to_CytoCA_kf, 0.00984136
equilibrate_CytoCC_to_CytoCA_kr, 0.00862273
bind_CytoCA_ApafI_to_CytoCAApafI_kf, 5.63881e-07
bind_CytoCA_ApafI_to_CytoCAApafI_kr, 0.00111415
catalyze_CytoCAApafI_to_CytoCA_ApafA_kc, 0.948233
convert_ApafA_C9_to_Apop_kf, 4.95786e-08
convert_ApafA_C9_to_Apop_kr, 0.00104127
bind_Apop_C3pro_to_ApopC3pro_kf, 4.6829e-09
bind_Apop_C3pro_to_ApopC3pro_kr, 0.0012154
catalyze_ApopC3pro_to_Apop_C3A_kc, 1.02861
bind_Apop_XIAP_kf, 1.96038e-06
bind_Apop_XIAP_kr, 0.00101148
bind_SmacA_XIAP_kf, 7.38287e-06
bind_SmacA_XIAP_kr, 0.000909234
bind_C8A_C3pro_to_C8AC3pro_kf, 9.46287e-08
bind_C8A_C3pro_to_C8AC3pro_kr, 0.000891172
catalyze_C8AC3pro_to_C8A_C3A_kc, 1.20548
bind_XIAP_C3A_to_XIAPC3A_kf, 1.84203e-06
bind_XIAP_C3A_to_XIAPC3A_kr, 0.00112503
catalyze_XIAPC3A_to_XIAP_C3ub_kc, 0.0977289
bind_C3A_PARPU_to_C3APARPU_kf, 1.2561e-06
bind_C3A_PARPU_to_C3APARPU_kr, 0.00911902
catalyze_C3APARPU_to_C3A_PARPC_kc, 0.87832
bind_C3A_C6pro_to_C3AC6pro_kf, 1.12372e-06
bind_C3A_C6pro_to_C3AC6pro_kr, 0.00105857
catalyze_C3AC6pro_to_C3A_C6A_kc, 0.942053
bind_C6A_C8pro_to_C6AC8pro_kf, 2.84378e-08
bind_C6A_C8pro_to_C6AC8pro_kr, 0.000839206
catalyze_C6AC8pro_to_C6A_C8A_kc, 0.839315
Bid_0, 40000
BclxL_0, 20000
Mcl1_0, 20000
Bcl2_0, 20000
Bad_0, 1000
NOXA_0, 1000
CytoC_0, 500000
Smac_0, 100000
Bax_0, 80000
Bak_0, 20000
equilibrate_BidT_to_BidM_kf, 0.0100295
equilibrate_BidT_to_BidM_kr, 0.000474332
equilibrate_BaxC_to_BaxM_kf, 0.00101625
equilibrate_BaxC_to_BaxM_kr, 0.0178634
equilibrate_BclxLC_to_BclxLM_kf, 0.0127498
equilibrate_BclxLC_to_BclxLM_kr, 0.0137441
bind_BidM_BaxM_to_BidMBaxM_kf, 1.32473e-07
bind_BidM_BaxM_to_BidMBaxM_kr, 0.00155238
catalyze_BidMBaxM_to_BidM_BaxA_kc, 0.980087
bind_BidM_BakM_to_BidMBakM_kf, 6.76887e-08
bind_BidM_BakM_to_BidMBakM_kr, 0.000662669
catalyze_BidMBakM_to_BidM_BakA_kc, 3.06627
bind_BidM_Bcl2_kf, 6.62287e-06
bind_BidM_Bcl2_kr, 0.00967149
bind_BidM_BclxLM_kf, 5.67679e-05
bind_BidM_BclxLM_kr, 0.000350164
bind_BidM_Mcl1M_kf, 1.47583e-06
bind_BidM_Mcl1M_kr, 0.00626216
bind_BaxA_BaxC_to_BaxABaxC_kf, 9.99199e-07
